model,cev_auroc,iav_auroc,cev_accuracy,iav_accuracy,mean_accuracy,fused_val_auroc,halueval_cev_auroc_raw,halueval_cev_auroc,halueval_iav_auroc_raw,halueval_iav_auroc,halueval_mean_auroc_raw,halueval_mean_auroc,vanilla_mean_proxy,closedloop_mean_proxy,gpu_memory_gb,runtime_minutes
mistral-7b,0.8473642959280123,0.8474188268409809,0.7717462393721386,0.7779594506213211,0.7805755395683454,0.859606485889477,0.10592668499999999,0.10592668499999999,0.17522825,0.17522825,0.10473618,0.10473618,0.3301166890678235,0.10679855826465573,14.5781632,60.66327075958252
