model,cev_auroc,iav_auroc,cev_accuracy,iav_accuracy,mean_accuracy,fused_val_auroc,halueval_cev_auroc_raw,halueval_cev_auroc,halueval_iav_auroc_raw,halueval_iav_auroc,halueval_mean_auroc_raw,halueval_mean_auroc,vanilla_mean_proxy,closedloop_mean_proxy,gpu_memory_gb,runtime_minutes
qwen3-8b,0.8722875198648326,0.8751118749285907,0.7462393721386528,0.7903858731196861,0.7877697841726619,0.8797751335574582,0.8931028000000001,0.8931028000000001,0.8631707399999999,0.8631707399999999,0.9062135600000001,0.9062135600000001,0.23785096947103745,0.16580670749396087,16.602803712,125.25542396704355
